case_id;activity;start_timestamp;complete_timestamp;station;rotary_table;nest;qib;error_code;tray_row;tray_column
164783;ts3o;2023-01-05 06:58:11.171;2023-01-05 06:58:16.764;3;M;8;1;;;
164780;ts6o;2023-01-05 06:58:11.234;2023-01-05 06:58:16.582;6;M;3;1;;;
164782;ts4o;2023-01-05 06:58:12.281;2023-01-05 06:58:22.498;4;M;1;1;;;
164784;ts2o;2023-01-05 06:58:13.000;2023-01-05 06:58:20.591;2;M;7;1;;;
164774;ts8o;2023-01-05 06:58:13.796;2023-01-05 06:58:18.001;8;M;5;1;;7;1
164776;ts7o;2023-01-05 06:58:16.828;2023-01-05 06:58:21.933;7;S;3;1;;;
164786;ts1o;2023-01-05 06:58:17.625;2023-01-05 06:58:23.814;1;M;5;1;;;
164782;ts5o;2023-01-05 06:58:18.687;2023-01-05 06:58:23.756;5;M;1;1;;;
164784;ts3o;2023-01-05 06:58:19.062;2023-01-05 06:58:24.721;3;M;7;1;;;
164781;ts6o;2023-01-05 06:58:19.328;2023-01-05 06:58:24.960;6;M;2;1;;;
